sickle_address,tx_hash,block_date,block_time,log_index,block_number,address,strategy,feeDescriptor,amount,token
0x9c3ade0b6810b3319d378d3bbc73a804d5b7e064,0x0e2aad53f291941cb62ba65aa96329e5a48324930a90f1f4060e07e810026973,2025-01-17,2025-01-17 21:29:39.000 UTC,310,25180016,0xdC98DbFfcC648D6088a2FF8f7dC01AEf050E58fc,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,1713387863038220,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x80c30c49828b8610241e0e941376394aaf7cb5ee,0x8e34d9926d3ee4ef667f8fd40c21b96e96619f84e4fd7b733b68b8aa3c83cefc,2025-02-05,2025-02-05 04:56:01.000 UTC,181,25971007,0x095D0DE0ecFD6832f1a7961ae26d285d68655d60,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,324938440860579,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0xd08098d51f5be6adbd26668e1fdcf297d44ddf1c58b37d6b983e30da7d037400,2024-12-12,2024-12-12 02:33:51.000 UTC,520,23590742,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,e400534d,6269,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0xd08098d51f5be6adbd26668e1fdcf297d44ddf1c58b37d6b983e30da7d037400,2024-12-12,2024-12-12 02:33:51.000 UTC,580,23590742,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,dfa64d37,973622,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913
0xe7d1fcd08e4b9ade4f885fd945d1019f3170c346,0xa95d744eb2cd816523def62a5660e012d8effb24d77dbffb2958fa18f499bc66,2024-12-08,2024-12-08 05:31:09.000 UTC,450,23423261,0x38F6D2d9Ea493c3C6Ee865B5b952B5Fe9E3e61Fc,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,e400534d,675438847204204,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe7d1fcd08e4b9ade4f885fd945d1019f3170c346,0xa95d744eb2cd816523def62a5660e012d8effb24d77dbffb2958fa18f499bc66,2024-12-08,2024-12-08 05:31:09.000 UTC,472,23423261,0x38F6D2d9Ea493c3C6Ee865B5b952B5Fe9E3e61Fc,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,c552bcd8,7267,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913
0xe7d1fcd08e4b9ade4f885fd945d1019f3170c346,0xa95d744eb2cd816523def62a5660e012d8effb24d77dbffb2958fa18f499bc66,2024-12-08,2024-12-08 05:31:09.000 UTC,474,23423261,0x38F6D2d9Ea493c3C6Ee865B5b952B5Fe9E3e61Fc,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,c552bcd8,89916014626007921895,0xEb6d78148F001F3aA2f588997c5E102E489Ad341
0x2173fe72e185696b1ef348e7289594b3a7f4ad2c,0xfb208ab1b1ed6ffde306c9d6f97c795da8d42b8a75acc14dffbbd395b63bde10,2025-05-20,2025-05-20 05:23:13.000 UTC,138,30464623,0x19D36B9eE92a53ec1900447Eba958f0030c688bE,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,e400534d,29030625231467417,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x2173fe72e185696b1ef348e7289594b3a7f4ad2c,0xfb208ab1b1ed6ffde306c9d6f97c795da8d42b8a75acc14dffbbd395b63bde10,2025-05-20,2025-05-20 05:23:13.000 UTC,160,30464623,0x19D36B9eE92a53ec1900447Eba958f0030c688bE,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,a7e26cbd,192597,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913
0x2173fe72e185696b1ef348e7289594b3a7f4ad2c,0xfb208ab1b1ed6ffde306c9d6f97c795da8d42b8a75acc14dffbbd395b63bde10,2025-05-20,2025-05-20 05:23:13.000 UTC,162,30464623,0x19D36B9eE92a53ec1900447Eba958f0030c688bE,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,a7e26cbd,458427653989749511311,0xEb6d78148F001F3aA2f588997c5E102E489Ad341
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x95ecd6381f1417683baf8df5c984a2780e78a63df1b5aed0eb51e89c0a36cef8,2025-02-06,2025-02-06 05:32:31.000 UTC,313,26015302,0x2791DC5E14F7680D9d969ACC26059ba56403B6d5,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,51677889678466230,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe7d1fcd08e4b9ade4f885fd945d1019f3170c346,0xd48c59880cbc5e4ae94787d3ac55a8ee8e437fabf43a71568d339e3e3c06c7db,2025-01-03,2025-01-03 17:19:53.000 UTC,276,24567723,0x38F6D2d9Ea493c3C6Ee865B5b952B5Fe9E3e61Fc,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,128941788954366,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9c3ade0b6810b3319d378d3bbc73a804d5b7e064,0x13cd7d0eca42e75b28afb5ccb42c0f686ad3163a6d5b0f2bf8a9caf128c451b7,2025-01-07,2025-01-07 19:21:21.000 UTC,559,24744167,0xdC98DbFfcC648D6088a2FF8f7dC01AEf050E58fc,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,134083504448606,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0x9bf5bac86aba857985247525fbaab0f535a0958b89f68aceaa575b6c5fefc422,2024-12-10,2024-12-10 01:41:23.000 UTC,137,23502768,0x9Eb86E93a809a41AB0e7cc0bA6F62561fdA3015c,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,e400534d,29319739739302209,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0x9bf5bac86aba857985247525fbaab0f535a0958b89f68aceaa575b6c5fefc422,2024-12-10,2024-12-10 01:41:23.000 UTC,159,23502768,0x9Eb86E93a809a41AB0e7cc0bA6F62561fdA3015c,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,c552bcd8,143873883124181526,0x0b3e328455c4059EEb9e3f84b5543F74E24e7E1b
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0x9bf5bac86aba857985247525fbaab0f535a0958b89f68aceaa575b6c5fefc422,2024-12-10,2024-12-10 01:41:23.000 UTC,161,23502768,0x9Eb86E93a809a41AB0e7cc0bA6F62561fdA3015c,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,c552bcd8,105205133743266,0x4200000000000000000000000000000000000006
0x9c3ade0b6810b3319d378d3bbc73a804d5b7e064,0x7403e9affb802bf949abf4599780856836f9d22b1905a78b6c4ce850771261c6,2025-01-15,2025-01-15 23:15:33.000 UTC,292,25096793,0xdC98DbFfcC648D6088a2FF8f7dC01AEf050E58fc,0x3078D82a0833B7331dAaa7D9eeF79bE77bEb9539,e400534d,719417534990642923,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x80c30c49828b8610241e0e941376394aaf7cb5ee,0x1e4d45c2dcc12d2ce78817d63a1e48240d14ac69f331ae6526933b50aa3a23e6,2025-05-13,2025-05-13 05:50:23.000 UTC,38,30163038,0x095D0DE0ecFD6832f1a7961ae26d285d68655d60,0x5ce80ADc6bc6F2Db11023EF254160b61e86C2B60,e400534d,372073813530290763,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0xd3de9057ac64c07b04c22d405e6f3d5a79b4ecc2a77cbf25a26f1162134eb50c,2024-12-07,2024-12-07 06:22:09.000 UTC,167,23381591,0x9Eb86E93a809a41AB0e7cc0bA6F62561fdA3015c,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,e400534d,738323688265425,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0xd3de9057ac64c07b04c22d405e6f3d5a79b4ecc2a77cbf25a26f1162134eb50c,2024-12-07,2024-12-07 06:22:09.000 UTC,178,23381591,0x9Eb86E93a809a41AB0e7cc0bA6F62561fdA3015c,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,ab273376,225205647259949,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x1803e73db008720273281c8cdf82da8d18031e8e8d9166640d8027496e2a06ee,2025-03-05,2025-03-05 06:38:49.000 UTC,477,27183691,0x2791DC5E14F7680D9d969ACC26059ba56403B6d5,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,525190105612032135,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0x94f67e4158eaf993c86ec7d5412f55731c5ac03140371c1fd330dcc75b37046c,2024-12-07,2024-12-07 23:50:09.000 UTC,221,23413031,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,e400534d,306947504209168162,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xf92e2e0c8a841ac26b7cbdefc27732a4f07c6105,0x03f47f5265f2a047bc48f8d1c7dab904efdc7e623a74537a27b4df9f1f49c950,2025-05-11,2025-05-11 05:42:43.000 UTC,94,30076408,0x8810De2bAa17067DdcfbD9e8f29c55f070A55f0B,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,e400534d,189061981664141,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xf92e2e0c8a841ac26b7cbdefc27732a4f07c6105,0xb10e34d4777066de551499c1e352159a723836412ee7e868c84960892a969127,2025-06-01,2025-06-01 05:29:49.000 UTC,116,30983221,0x8810De2bAa17067DdcfbD9e8f29c55f070A55f0B,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,ab273376,596053,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913
0xd38f4e03cb01685fcfc811f28b90bdcd222120ff,0x6fe45f29c217ab3d090766887a4ffd91081d2e451d1c1ea97318319e4527000d,2025-03-06,2025-03-06 00:22:45.000 UTC,165,27215609,0x8508FD4238162CB3F3d485F432202af3b40f164e,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,ab273376,90000000000000000000,0xEb6d78148F001F3aA2f588997c5E102E489Ad341
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0xe66782d41fb734783548b6dde81a6c51e3401c0f430cad0fb4475376fcb51ac3,2025-01-03,2025-01-03 23:57:27.000 UTC,326,24579650,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,125968788889405,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0xb573dea82eb1c72cbd77ce77130084627265062d2617940f439f476b54a8dcf3,2025-03-05,2025-03-05 06:32:49.000 UTC,120,27183511,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,89052005721947191,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0xaff0c2011a723bcc77941b10e3facfd14f777be2c0e3c225e75c82ced4243fb9,2025-02-05,2025-02-05 00:48:35.000 UTC,261,25963584,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0x3078D82a0833B7331dAaa7D9eeF79bE77bEb9539,e400534d,10575637126036897083,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x2df93c567e6f5fdc6ec64a4c6031fdecbe50b24a1a4b5596a3a84facc2a4cdc8,2025-02-18,2025-02-18 05:15:19.000 UTC,198,26533186,0x2791DC5E14F7680D9d969ACC26059ba56403B6d5,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,776126843728593895,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0x0485a490836ba1f39fac8e8b491627d1d5d749ca63ac7d2c0deb2b6e06caaa96,2025-05-23,2025-05-23 19:32:41.000 UTC,580,30619707,0x9Eb86E93a809a41AB0e7cc0bA6F62561fdA3015c,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,e400534d,15938287373918,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0x0485a490836ba1f39fac8e8b491627d1d5d749ca63ac7d2c0deb2b6e06caaa96,2025-05-23,2025-05-23 19:32:41.000 UTC,594,30619707,0x9Eb86E93a809a41AB0e7cc0bA6F62561fdA3015c,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,ab273376,206121530496018142,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0x380a720843b695601e8e84297b1f30c348e71baec9616486a03787de3bfd09b7,2024-12-15,2024-12-15 03:00:01.000 UTC,391,23721127,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,e400534d,165626310649456,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0x380a720843b695601e8e84297b1f30c348e71baec9616486a03787de3bfd09b7,2024-12-15,2024-12-15 03:00:01.000 UTC,413,23721127,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,a7e26cbd,671392239593989232,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0x380a720843b695601e8e84297b1f30c348e71baec9616486a03787de3bfd09b7,2024-12-15,2024-12-15 03:00:01.000 UTC,415,23721127,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,a7e26cbd,23348259327490,0xc1CBa3fCea344f92D9239c08C0568f6F2F0ee452
0x9c3ade0b6810b3319d378d3bbc73a804d5b7e064,0x12c009e91bde2750e01ec39ab611ae6f26afc8d28bb42f83448e044b669ef8b6,2025-02-05,2025-02-05 04:39:59.000 UTC,229,25970526,0xdC98DbFfcC648D6088a2FF8f7dC01AEf050E58fc,0x3078D82a0833B7331dAaa7D9eeF79bE77bEb9539,e400534d,4390116041462939841,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe7d1fcd08e4b9ade4f885fd945d1019f3170c346,0xc2bf0355897166f1b87e9dc85e50ebe2cc2cbc80287b052104c0e2386cdab443,2025-05-23,2025-05-23 19:23:45.000 UTC,682,30619439,0x38F6D2d9Ea493c3C6Ee865B5b952B5Fe9E3e61Fc,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,dfa64d37,437,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf
0x9c3ade0b6810b3319d378d3bbc73a804d5b7e064,0xcaea51a449ec21bd41596954ed5d92f4bafdbd4104f95b667658a6a3a04ac20c,2025-01-14,2025-01-14 21:14:27.000 UTC,172,25049960,0xdC98DbFfcC648D6088a2FF8f7dC01AEf050E58fc,0xf6a1070fC1E76e9c6eBa3478F4b1CFA6081B7A30,e400534d,192392749325613,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0x1591e6b43d371b6c55336056af51a17cc3f5739cff4e1073cefb45f9c6deb853,2024-12-12,2024-12-12 01:58:15.000 UTC,158,23589674,0x8fd1b615C006EBEb8A7cfB00a1dD809F31943b08,0x0D980D465Ad0df076d57662035EE29C4708c7Ea4,ab273376,450000000000000000,0x940181a94A35A4569E4529A3CDfB74e38FD98631
0xd38f4e03cb01685fcfc811f28b90bdcd222120ff,0x38dc44a8d420301b8cebb22ce5349c6057231ac81d7c38a5ab2f0217f2501f9b,2025-05-21,2025-05-21 06:43:09.000 UTC,123,30510221,0x8508FD4238162CB3F3d485F432202af3b40f164e,0x1dCdbD5Be4BbB25B1EC3ffBD1cB733B712dCA4dd,ab273376,935,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf
