sickle_address,tx_hash,block_date,block_time,block_number,log_index,address,strategy,feeDescriptor,amount,token
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x543a428b9356b266dc5d48cccf8cffcc5c12d4e13a26ebd76b67af5d125fb091,2025-03-09,2025-03-09 22:51:47.000 UTC,58484145,19,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,13610831128583,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xcef7987c1b9b959d02b192e7526eb702e666f76edc923f1e8575b7f47818bcb2,2025-03-15,2025-03-15 22:07:37.000 UTC,58776074,19,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,12941074952712629,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xcef7987c1b9b959d02b192e7526eb702e666f76edc923f1e8575b7f47818bcb2,2025-03-15,2025-03-15 22:07:37.000 UTC,58776074,31,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,a7e26cbd,245124,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x0652af5aed90316b7441014a57e7f7a4252b5158a1d913622e2217f69a6d5e51,2025-03-10,2025-03-10 03:26:35.000 UTC,58493733,21,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,187378021792205,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0x81bbfb0fb9e641ab4e5ccece8809e1de5682dce632fa09d7168a4736b1cbe358,2025-08-27,2025-08-27 17:22:25.000 UTC,67735805,3,0x06aA8Bd90ce33Cc60370c74Cc43c7D4fD508AbbD,0xdeD5C1fCF79f762094EEc6e6ed5E6104E6ED9938,e400534d,1228900034247483756,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xf10b9ed994911691d5471722e7ed56827bf8ae7045fc184ee2ab1b44f8639da6,2025-03-11,2025-03-11 06:52:09.000 UTC,58551154,43,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,193849550178600,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x3cef0b96bdd6faea3cbb19ca576e113d2e7f28df695ebc81fe20da5f3626c596,2025-03-09,2025-03-09 21:56:50.000 UTC,58482041,7,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,39882766658546,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x3cef0b96bdd6faea3cbb19ca576e113d2e7f28df695ebc81fe20da5f3626c596,2025-03-09,2025-03-09 21:56:50.000 UTC,58482041,21,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,a7e26cbd,16538691011210350,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x3cef0b96bdd6faea3cbb19ca576e113d2e7f28df695ebc81fe20da5f3626c596,2025-03-09,2025-03-09 21:56:50.000 UTC,58482041,23,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,a7e26cbd,248781245242471063,0xFFFF003a6BAD9b743d658048742935fFFE2b6ED7
0xde77e4972672f995d19e275d7652c274778d4cbb,0x7f344338173d0fcb50373b916df8fe2cce5f1a088c3f2a6dbfca6fd6adfca363,2025-08-03,2025-08-03 07:19:09.000 UTC,66485440,3,0xC435375C0936fcb3da0B6AFD76Ab6D2792b2b73b,0x96C64D2F4709355033130C92e70F8aAE36F3FA1B,e400534d,1145070506835638690,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x5bf0948b34b967637b739f86cd0fcbc020bc4d87bffbf829d258fd6e4f22deae,2025-03-13,2025-03-13 06:24:19.000 UTC,58648910,6,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,154184084149142,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x5bf0948b34b967637b739f86cd0fcbc020bc4d87bffbf829d258fd6e4f22deae,2025-03-13,2025-03-13 06:24:19.000 UTC,58648910,12,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,55553955443078,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0xea339231a7818e6869b3d9f44a024acc8d1f00a6,0xffa3f1c4e5e043edd9c25a4d747be83b107a454463c3a03417cfc1abba899bc5,2025-08-10,2025-08-10 05:41:41.000 UTC,66843550,5,0x0E7AE13e05Ea8239A47E74CBB237481CC62f5723,0x96C64D2F4709355033130C92e70F8aAE36F3FA1B,e400534d,81365204913252,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0xe08c38abbdc260b14870ed4e40b6360e739adfb6,0xd75cba7ddd165377ea02dd5c0cc9647a2a8e57fbf7f60184b06e244a1ed97757,2025-10-04,2025-10-04 01:49:47.000 UTC,69731969,11,0x1E28eA7B9b0064309a3c1C1e2f788a6c767975F8,0x5452290723B997AFEa3f3c39e1F3D18756C1E7f9,e400534d,4355978091375874038,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0xde77e4972672f995d19e275d7652c274778d4cbb,0xc9102546243132ac180883fe48edb6293ea438c925392d5ad371abee2eb8b11f,2025-08-03,2025-08-03 07:19:32.000 UTC,66485453,4,0xC435375C0936fcb3da0B6AFD76Ab6D2792b2b73b,0x96C64D2F4709355033130C92e70F8aAE36F3FA1B,e400534d,234445649638039976,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x2c3ffc3df60a69be3f413e2f9bd6e1f62b3ab351e840b839ad1f9343d8a63d00,2025-03-13,2025-03-13 06:32:39.000 UTC,58649198,10,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,507100651626,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x2c3ffc3df60a69be3f413e2f9bd6e1f62b3ab351e840b839ad1f9343d8a63d00,2025-03-13,2025-03-13 06:32:39.000 UTC,58649198,16,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,28786089455452,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xaaec0463996766969864bd992a0cc81d9f64ed3ce77887c7cecd98568fc1625a,2025-03-11,2025-03-11 23:38:12.000 UTC,58585918,6,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,117682796911253,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xaaec0463996766969864bd992a0cc81d9f64ed3ce77887c7cecd98568fc1625a,2025-03-11,2025-03-11 23:38:12.000 UTC,58585918,12,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,9000000000000000000,0x35A7341Ae0adb31Cb210524D4D02563c061Feac5
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xe5c3613e52683bc9d12c425a8a531e56a7d035e39c2f41a8c7e99be17f6161eb,2025-03-09,2025-03-09 16:18:25.000 UTC,58469002,15,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,38010548709045,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xe5c3613e52683bc9d12c425a8a531e56a7d035e39c2f41a8c7e99be17f6161eb,2025-03-09,2025-03-09 16:18:25.000 UTC,58469002,28,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,a7e26cbd,55367076338580,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x5bd24c33e56aadfdb0aa7e0be49e1e2512af96be,0xa6911cbe0f76a59c9bc0e4ce53abe95e383f98c12509fb340cc676cc41545f41,2025-08-24,2025-08-24 04:33:04.000 UTC,67550084,11,0x06aA8Bd90ce33Cc60370c74Cc43c7D4fD508AbbD,0x96C64D2F4709355033130C92e70F8aAE36F3FA1B,e400534d,3527949520971504526,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xaaec7548b2756481bac4a4e239ec64dde821d6e70a2d9af9f0ae3bd71631414d,2025-03-08,2025-03-08 08:05:23.000 UTC,58406432,6,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,29554080343,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xaaec7548b2756481bac4a4e239ec64dde821d6e70a2d9af9f0ae3bd71631414d,2025-03-08,2025-03-08 08:05:23.000 UTC,58406432,20,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,cb922c4d,1315836061656314,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xaaec7548b2756481bac4a4e239ec64dde821d6e70a2d9af9f0ae3bd71631414d,2025-03-08,2025-03-08 08:05:23.000 UTC,58406432,22,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,cb922c4d,26924,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x3c29a969ce8d038184ec252ffeddd5f7f5855769b241de74bee64fc38bbd825b,2025-03-09,2025-03-09 22:39:36.000 UTC,58483686,8,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,7967242416773,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x3c29a969ce8d038184ec252ffeddd5f7f5855769b241de74bee64fc38bbd825b,2025-03-09,2025-03-09 22:39:36.000 UTC,58483686,22,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,a7e26cbd,5190921878768526,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x3c29a969ce8d038184ec252ffeddd5f7f5855769b241de74bee64fc38bbd825b,2025-03-09,2025-03-09 22:39:36.000 UTC,58483686,24,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,a7e26cbd,1121505626181348321,0xFFFF003a6BAD9b743d658048742935fFFE2b6ED7
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x64621b4c724661a23994facaab1e92085662c5a317bf430ea55ab3403c7c411c,2025-03-09,2025-03-09 22:50:52.000 UTC,58484116,6,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,470321327603,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x64621b4c724661a23994facaab1e92085662c5a317bf430ea55ab3403c7c411c,2025-03-09,2025-03-09 22:50:52.000 UTC,58484116,10,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,5310000000000000,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x80c30c49828b8610241e0e941376394aaf7cb5ee,0x1547b21639903c0f8b78f5091fb69ab3612cadaa1bf70bccd9736efa36c8595d,2025-08-27,2025-08-27 22:52:56.000 UTC,67747674,3,0x6d376Acf77E923238B9245F572E9A36D1f905E31,0xdeD5C1fCF79f762094EEc6e6ed5E6104E6ED9938,e400534d,57601435903832,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0x80c30c49828b8610241e0e941376394aaf7cb5ee,0x1547b21639903c0f8b78f5091fb69ab3612cadaa1bf70bccd9736efa36c8595d,2025-08-27,2025-08-27 22:52:56.000 UTC,67747674,30,0x6d376Acf77E923238B9245F572E9A36D1f905E31,0xdeD5C1fCF79f762094EEc6e6ed5E6104E6ED9938,dfa64d37,798877296611025279,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0x80c30c49828b8610241e0e941376394aaf7cb5ee,0x1547b21639903c0f8b78f5091fb69ab3612cadaa1bf70bccd9736efa36c8595d,2025-08-27,2025-08-27 22:52:56.000 UTC,67747674,32,0x6d376Acf77E923238B9245F572E9A36D1f905E31,0xdeD5C1fCF79f762094EEc6e6ed5E6104E6ED9938,dfa64d37,37888484250011385,0x6Aa38eDd7f32a28b7b2c2dc86fC5b0bF2aE61579
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xecdcda912f0d873dfb910ce95a45ce88a16bf1762d21799b63c47eda3be9af85,2025-03-13,2025-03-13 23:21:14.000 UTC,58685177,125,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,3891949501330469,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xecdcda912f0d873dfb910ce95a45ce88a16bf1762d21799b63c47eda3be9af85,2025-03-13,2025-03-13 23:21:14.000 UTC,58685177,137,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,a7e26cbd,262218,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x7fa27dd242d60666c56404aea9b99f32bd89d3a2022141d236d701c6f393bd82,2025-03-13,2025-03-13 06:33:46.000 UTC,58649232,6,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,536951371164,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x7fa27dd242d60666c56404aea9b99f32bd89d3a2022141d236d701c6f393bd82,2025-03-13,2025-03-13 06:33:46.000 UTC,58649232,12,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,13624,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E
0x512567df669706e650b7522dd809e03dd9a8af80,0xed4d30a4f23685978b757f018028fa2855b8b0db40a270bfaeed86debfcfc63b,2025-08-03,2025-08-03 17:13:27.000 UTC,66506712,3,0x68859B9EfA5ad5569822Ab028bfDaeE39842031E,0x96C64D2F4709355033130C92e70F8aAE36F3FA1B,e400534d,466050103127907618,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x928de1207396021d453899270b1b8dc2f08d07a83074e5faf990060dc9d8abc7,2025-03-20,2025-03-20 06:53:14.000 UTC,58979941,12,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,6941963703323,0x2b2C81e08f1Af8835a78Bb2A90AE924ACE0eA4bE
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x928de1207396021d453899270b1b8dc2f08d07a83074e5faf990060dc9d8abc7,2025-03-20,2025-03-20 06:53:14.000 UTC,58979941,14,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,7516253427871,0xA25EaF2906FA1a3a13EdAc9B9657108Af7B703e3
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x928de1207396021d453899270b1b8dc2f08d07a83074e5faf990060dc9d8abc7,2025-03-20,2025-03-20 06:53:14.000 UTC,58979941,16,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,640051208751834,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x928de1207396021d453899270b1b8dc2f08d07a83074e5faf990060dc9d8abc7,2025-03-20,2025-03-20 06:53:14.000 UTC,58979941,22,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,16458431379811656,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xcfff41016d5779288bfceeed9bea84d4f302e0ebf674d6e02e6db2a1ae0ef9c8,2025-03-09,2025-03-09 05:00:22.000 UTC,58447114,7,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,219333844695563,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xcfff41016d5779288bfceeed9bea84d4f302e0ebf674d6e02e6db2a1ae0ef9c8,2025-03-09,2025-03-09 05:00:22.000 UTC,58447114,11,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,9557697438553339,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x976e4b04f68dab5ce199bd82eeb41e9a1aa5eeabb131217b1ee5e480013376ee,2025-03-13,2025-03-13 06:35:40.000 UTC,58649300,6,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,1265715739512,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x976e4b04f68dab5ce199bd82eeb41e9a1aa5eeabb131217b1ee5e480013376ee,2025-03-13,2025-03-13 06:35:40.000 UTC,58649300,20,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,cb922c4d,1220928413923790,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x976e4b04f68dab5ce199bd82eeb41e9a1aa5eeabb131217b1ee5e480013376ee,2025-03-13,2025-03-13 06:35:40.000 UTC,58649300,22,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,cb922c4d,27038,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E
0xde77e4972672f995d19e275d7652c274778d4cbb,0xf9e61ece6a7e1bce489e8d77347893b988142cc8c3d1a6d35b6bb4b39f91df41,2025-08-10,2025-08-10 05:52:55.000 UTC,66843941,34,0xC435375C0936fcb3da0B6AFD76Ab6D2792b2b73b,0x4b7C6f757b6A62c9359eeaef9a7097e0B70cb202,e400534d,9671389389785,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0xde77e4972672f995d19e275d7652c274778d4cbb,0xf9e61ece6a7e1bce489e8d77347893b988142cc8c3d1a6d35b6bb4b39f91df41,2025-08-10,2025-08-10 05:52:55.000 UTC,66843941,41,0xC435375C0936fcb3da0B6AFD76Ab6D2792b2b73b,0x4b7C6f757b6A62c9359eeaef9a7097e0B70cb202,ab273376,68984385366807614627,0x6Aa38eDd7f32a28b7b2c2dc86fC5b0bF2aE61579
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x5a28999f8d25b6ed22e1229da771bcca02a88ab266388a550d746f1b625c7887,2025-03-10,2025-03-10 15:08:37.000 UTC,58517737,70,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,e400534d,1833951496612301,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0x5a28999f8d25b6ed22e1229da771bcca02a88ab266388a550d746f1b625c7887,2025-03-10,2025-03-10 15:08:37.000 UTC,58517737,82,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,a7e26cbd,260226051456839,0xAAAB9D12A30504559b0C5a9A5977fEE4A6081c6b
0x1f4d710f4ba62bd2fd17b1ef042a149dea3d3f82,0xd6b6739b31e0524699d11b9131a3b7d73f2bd2a9f04d80d58ca31ed7e18c293f,2025-03-09,2025-03-09 08:32:36.000 UTC,58453546,0,0xfD15DD0929ED2394D5F8c989247F4663981f59c2,0xf3442bB9F63d35e668Dde0aBf61b7F716156D204,ab273376,962278084067123,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x512567df669706e650b7522dd809e03dd9a8af80,0x4499a432b09d0850825b7abcf56f7810bd17c601f203a5b04ff636f4647d1ad2,2025-08-06,2025-08-06 01:39:49.000 UTC,66628271,3,0x68859B9EfA5ad5569822Ab028bfDaeE39842031E,0x96C64D2F4709355033130C92e70F8aAE36F3FA1B,e400534d,1264638527809801222,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
0xde77e4972672f995d19e275d7652c274778d4cbb,0x67e156e969f1704ece810359c3a66dc8796be627376b7efb0f96d5461400c7b4,2025-08-10,2025-08-10 05:48:16.000 UTC,66843772,3,0xC435375C0936fcb3da0B6AFD76Ab6D2792b2b73b,0x96C64D2F4709355033130C92e70F8aAE36F3FA1B,e400534d,4949365624345799659,0xcd94a87696FAC69Edae3a70fE5725307Ae1c43f6
